iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,base
0,500,119826,5389.68,0,121233,119836,120549,120558,119992,119566,119952,120096,120422,120366,120346,119644,119774,120396,120054,119778,120492,120355,120032,120151,119542,119618,119406,120042,120166,120113,120227,120062,119916,120018,119768,120545,119812,120467,119669,120355,120635,120268,119648,120819,120082,119688,119967,120147,119930,119873,120192,120727,120183,119819,120611,120517,119705,120339,119767,120022,120135,120575,119407,119665,119296,119798,119740,120140,119806,120504,120172,119459,120367,120035,120605,119654,120203,120824,120256,120337,119598,120516,120268,119461,119768,120071,120246,120213,120203,119542,120528,120142,120774,120305,119755,119912,119909,119937,120218,120816,119364,119818,119502,120865,120660,118985,119973,120184,119485,119778,120615,119340,119462,120238,119703,119707,120586,120303,120422,119866,119997,119981,119939,119101,120173,120096,119718,120174,120478,120409,120620,120044,119831,120403,120064,119869,120081,120489,120534,120068,118906,120050,120110,120020,120186,120287,119808,119825,120851,119962,120207,120412,119965,120858,119812,119502,119952,119334,119757,120050,120434,120708,120707,121091,119973,120141,119879,119816,121040,120101,119696,119702,119675,120473,119934,120297,120174,120542,119841,120166,120173,119961,119984,119190,120888,120522,120005,119748,120428,120211,120349,120460,120101,120186,119663,120122,119916,120054,119740,120343,120001,120553,120001,121190,119752,120629,120107,119527,120504,119338,120098,120392,119904,120316,119701,119756,118848,120016,120083,119331,119889,119435,119738,120095,119886,120518,120194,119769,120079,119851,119658,119768,119806,120509,120885,119878,120897,120368,121163,120227,119722,120077,119146,120300,120001,120327,120454,120382,119955,120055,120013,119535,120757,120611,120005,119891,120182,119522,119353,120538,119975,120103,119651,119976,120612,119964,119726,120527,120400,119254,119771,120223,119886,119054,119450,120821,120815,119494,120096,119002,120405,119387,119963,119603,120744,119785,120440,120686,120870,120290,119634,120683,119772,118721,119988,120271,119697,120224,119813,119776,119833,119240,119311,120145,119228,120039,119794,120957,119704,119344,120151,119175,120294,119635,120688,120643,120425,119262,120240,120638,120530,119771,120355,119137,119714,119931,119696,120826,120197,120058,119043,119926,120767,119225,120186,118809,119163,120011,120894,119970,120226,119913,119606,120122,120220,120508,120072,120043,120382,121107,119486,121137,119700,118984,120853,119401,120341,119632,120107,120434,119222,120727,119813,119268,119713,119858,120254,121030,120638,119987,119772,120060,120657,120480,120240,120292,120016,119961,119765,119453,120081,119561,120202,119680,119966,119826,120434,119554,120708,120965,119549,120307,119816,119127,120267,120951,119249,120508,119877,119632,119745,119930,120230,119944,120401,119462,120649,119997,120577,121233,120968,120569,120523,121012,120585,120090,119603,120332,120654,120244,120156,119514,119860,120717,119280,119374,120246,120184,120358,120359,120457,120551,120750,120242,121036,120627,121108,120365,119677,120223,120138,120186,119025,119962,119602,120314,120594,119562,120070,120314,120281,119989,119618,120214,120013,120430,119284,120251,118473,119429,119717,119965,119894,120408,120054,120094,119727,120314,120340,120582,120668,119364,120647,120561,119550,119948,120434,119988,120620,120708,119881,120405,120423,119883,119980,120186,120485,119912,119871,120052,120328,119739,119225,120810,119791,120042,120199,120559,119909,119569,120044,119548,119809,120060,0
