species,AugQ50,SAIFR,Screen,POmodel,POmeasure,PO10R,PO20R,PO30R,PO40R,PO50R,delPO_10percRed,delPO_20percRed,delPO_30percRed,delPO_40percRed,delPO_50percRed
rainbow trout,10.5,0.0943181369588143,True,0.622,0.6284667064531079,0.5951503832772409,0.5571353678698981,0.5014870830001938,0.44104689725198465,0.3645572717025204,0.03331632317586697,0.07133133858320972,0.12697962345291403,0.18741980920112322,0.2639094347505875
rainbow trout,11.0,0.09550143198756528,True,0.622,0.6295437190047285,0.5965838090901474,0.5589954074748164,0.5038829527656734,0.44378283260770307,0.3675289043350666,0.03295990991458109,0.07054831152991214,0.1256607662390551,0.18576088639702543,0.2620148146696619
rainbow trout,11.5,0.09640404326751789,True,0.622,0.6305561215426144,0.59785230020014,0.5605311111660687,0.5056997430937346,0.446144161196377,0.370476367564617,0.032703821342474404,0.07002501037654574,0.12485637844887987,0.1844119603462374,0.26007975397799743
rainbow trout,12.0,0.09756177719386917,True,0.622,0.6313193905554576,0.5989645376246353,0.5620579960140984,0.5075053491617573,0.4481926097331755,0.37274770327298207,0.0323548529308223,0.06926139454135916,0.12381404139370034,0.18312678082228212,0.25857168728247554
rainbow trout,12.5,0.09830363930083308,True,0.622,0.6320530236923035,0.5999050265180551,0.5632334197716833,0.509194209411951,0.45022811152195297,0.3749326987193273,0.03214799717424843,0.06881960392062025,0.1228588142803525,0.18182491217035057,0.25712032497297627
rainbow trout,13.0,0.09942052505041397,True,0.622,0.6325706833194823,0.6007578014724633,0.5643808812480448,0.5105579445585837,0.45209226532005037,0.37710446461263364,0.031812881847019026,0.06818980207143754,0.12201273876089858,0.18047841799943193,0.25546621870684866
rainbow trout,13.5,0.10005746273168703,True,0.622,0.6330727651762361,0.6014398531099867,0.5653709229461131,0.5119153158563852,0.4536301780037912,0.37923734167523093,0.03163291206624941,0.06770184223012299,0.12115744931985095,0.17944258717244493,0.2538354235010052
rainbow trout,14.0,0.1009665310519459,True,0.622,0.6334040759440285,0.6020804438249906,0.5662231708004154,0.5131039683813655,0.4551607197483214,0.3808702900713838,0.03132363211903788,0.06718090514361308,0.12030010756266296,0.17824335619570708,0.2525337858726447
rainbow trout,14.5,0.10147864935129895,True,0.622,0.633716520210509,0.6025557878322712,0.5670440803523044,0.5141259352607369,0.456639144941562,0.3824957766094127,0.0311607323782378,0.06667243985820459,0.11959058494977204,0.17707737526894696,0.25122074360109625
rainbow trout,15.0,0.10230792930734577,True,0.622,0.633899951537909,0.6030209945644516,0.5676628663565944,0.5151443021273128,0.4577984102051593,0.384113852318856,0.03087895697345744,0.06623708518131466,0.11875564941059624,0.1761015413327497,0.24978609921905304
rainbow trout,15.5,0.10282842352528085,True,0.622,0.6340395361065965,0.60332888465169,0.5682801961662935,0.515968138293673,0.45895345489772127,0.3856489411930102,0.03071065145490648,0.06575933994030292,0.11807139781292342,0.1750860812088752,0.24839059491358628
rainbow trout,16.0,0.10372448561596329,True,0.622,0.6340395361065965,0.6036363874976249,0.5687637008965142,0.5167261293437558,0.46010430202630126,0.38687602945070093,0.03040314860897153,0.06527583521008229,0.11731340676284063,0.1739352340802952,0.24716350665589554
rainbow trout,16.5,0.10427729365676303,True,0.622,0.6340395361065965,0.603818526619477,0.5691945929583232,0.5174821292333269,0.460998469600651,0.38809886352499623,0.030221009487119477,0.06484494314827327,0.11655740687326954,0.17304106650594547,0.24594067258160024
rainbow trout,17.0,0.10479961916098009,True,0.622,0.6340395361065965,0.603989173748339,0.5695778091863395,0.5180333442514026,0.4618672112196242,0.3893174655008093,0.03005036235825742,0.06446172692025698,0.1160061918551939,0.17217232488697226,0.24472207060578716
rainbow trout,17.5,0.10492417796864334,True,0.622,0.6340395361065965,0.6040197828116173,0.5698572582021724,0.5185835031401878,0.4627335651951374,0.39043197099526267,0.03001975329497919,0.0641822779044241,0.11545603296640872,0.17130597091145905,0.2436075651113338
rainbow trout,18.0,0.10496474613068923,True,0.622,0.6340395361065965,0.6040197828116173,0.5701364085953186,0.5190916196332112,0.4634441432779911,0.3913579567634767,0.03001975329497919,0.06390312751127791,0.11494791647338531,0.17059539282860536,0.2426815793431198
rainbow trout,18.5,0.10498931107391926,True,0.622,0.6340395361065965,0.6040197828116173,0.5703032338647261,0.5194760514337221,0.46409007589147083,0.3922815024541201,0.03001975329497919,0.06373630224187032,0.11456348467287436,0.16994946021512564,0.2417580336524764
rainbow trout,19.0,0.1050123736781845,True,0.622,0.6340395361065965,0.6040197828116173,0.5704583682332862,0.5198599679386583,0.46473468294396614,0.3932026176993241,0.03001975329497919,0.06358116787331025,0.11417956816793817,0.16930485316263033,0.2408369184072724
rainbow trout,19.5,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5201765029796902,0.465291552694295,0.39401111818512935,0.03001975329497919,0.06351109677374356,0.11386303312690627,0.16874798341230146,0.24002841792146712
rainbow trout,20.0,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5204258792311396,0.46576114862686435,0.39470777665971996,0.03001975329497919,0.06351109677374356,0.11361365687545688,0.16827838747973212,0.2393317594468765
rainbow trout,20.5,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5206750381861416,0.46623004169373283,0.39540304647828556,0.03001975329497919,0.06351109677374356,0.11336449792045489,0.16780949441286364,0.2386364896283109
rainbow trout,21.0,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5208414122093666,0.46665749957439234,0.3960969317887243,0.03001975329497919,0.06351109677374356,0.11319812389722983,0.16738203653220413,0.23794260431787218
rainbow trout,21.5,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.520980177489344,0.46698556187708784,0.396676740674798,0.03001975329497919,0.06351109677374356,0.11305935861725247,0.16705397422950863,0.23736279543179845
rainbow trout,22.0,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5211112487604673,0.4673132803203368,0.39719498799321573,0.03001975329497919,0.06351109677374356,0.11292828734612914,0.16672625578625966,0.23684454811338074
rainbow trout,22.5,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5211112487604673,0.4676311522320111,0.3977124636985279,0.03001975329497919,0.06351109677374356,0.11292828734612914,0.16640838387458534,0.23632707240806855
rainbow trout,23.0,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5211112487604673,0.4678442528265765,0.3982291695127228,0.03001975329497919,0.06351109677374356,0.11292828734612914,0.16619528328001998,0.23581036659387367
rainbow trout,23.5,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5211112487604673,0.4680572080783349,0.3986343332776242,0.03001975329497919,0.06351109677374356,0.11292828734612914,0.16598232802826157,0.23540520282897226
rainbow trout,24.0,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5211112487604673,0.46827001813592994,0.3990113576100756,0.03001975329497919,0.06351109677374356,0.11292828734612914,0.16576951797066652,0.23502817849652086
rainbow trout,24.5,0.10502286064283231,True,0.622,0.6340395361065965,0.6040197828116173,0.5705284393328529,0.5211112487604673,0.4684005395559853,0.3993879723278118,0.03001975329497919,0.06351109677374356,0.11292828734612914,0.16563899655061115,0.23465156377878466
