site_no,HICAP_WELL_NO
9113,23892.0
9114,24119.0
9115,36395.0
9116,36324.0
9117,36330.0
9118,36326.0
9119,36458.0
9122,1367.0
9123,67666.0
9124,23624.0
9125,23714.0
9126,24257.0
9127,24316.0
9128,68937.0
9129,68489.0
9130,24212.0
9131,24252.0
9132,24012.0
9133,23650.0
9134,23740.0
9135,23878.0
9136,1852.0
9137,23685.0
9138,24165.0
9139,23696.0
9140,951.0
9141,24244.0
9142,23759.0
9144,23631.0
9145,23726.0
9146,23904.0
9147,1483.0
9148,813.0
9149,23796.0
9150,23797.0
9155,24253.0
9156,8134.0
9157,69671.0
9158,71345.0
9159,23911.0
9162,24224.0
9163,71044.0
9164,69049.0
9168,23977.0
9171,23795.0
9172,24112.0
9173,24014.0
9175,24171.0
9176,36365.0
9177,24005.0
9180,23834.0
9181,24261.0
9184,24193.0
9185,67265.0
9187,1860.0
9188,23637.0
9189,24066.0
9193,24242.0
9194,1673.0
9195,24268.0
9196,23852.0
9212,462.0
9214,68714.0
9218,31922.0
9228,12956.0
9231,756.0
9232,989.0
9233,2084.0
9235,830.0
9239,909.0
9240,915.0
9241,198.0
9243,70189.0
9245,856.0
9246,1013.0
9253,29736.0
9254,47215.0
9255,33004.0
9267,336.0
9273,1454.0
9275,4250.0
9277,23958.0
9278,380.0
9280,23693.0
9281,36703.0
9284,70926.0
9286,36508.0
9287,36726.0
9288,36383.0
9289,36390.0
9290,67738.0
9291,36623.0
9292,36721.0
9293,71208.0
9294,68683.0
9295,68885.0
9296,36616.0
9298,36572.0
9301,36531.0
9302,36706.0
9309,
9312,1618.0
9323,29751.0
9328,23699.0
9335,702.0
9336,1402.0
9337,2674.0
9344,264.0
9345,2133.0
9348,2152.0
9357,36431.0
9370,2590.0
9374,297.0
9375,278.0
9376,36649.0
9377,36629.0
9378,173.0
9381,205.0
9382,57.0
9383,60.0
9384,262.0
9385,265.0
9386,273.0
9389,96.0
9391,11.0
9392,138.0
9393,36420.0
9394,36436.0
9395,987.0
9396,2463.0
9398,2474.0
9400,2498.0
9401,71169.0
9402,68386.0
9403,15043.0
9404,15080.0
9405,17006.0
9407,15050.0
9408,15058.0
9409,15026.0
9410,945.0
9411,15069.0
9412,15086.0
9413,15031.0
9414,15032.0
9415,29792.0
9416,836.0
9418,29740.0
9419,29786.0
9420,29749.0
9421,29767.0
9423,29775.0
9424,35323.0
9425,35331.0
9426,35367.0
9427,35310.0
9428,35311.0
9429,4535.0
9430,8166.0
9431,8180.0
9432,8110.0
9433,8128.0
9434,8129.0
9435,69483.0
9437,8147.0
9438,71162.0
9439,8182.0
9440,8237.0
9441,70266.0
9442,70258.0
9443,8215.0
9444,8236.0
9445,8232.0
9447,17640.0
9448,17630.0
9449,68270.0
9452,11350.0
9453,11343.0
9455,29205.0
9458,29260.0
9459,29215.0
9470,5723.0
9471,5721.0
9472,5725.0
9474,5730.0
9477,12983.0
9479,18922.0
9481,18942.0
9482,2167.0
9486,28490.0
9488,28439.0
9489,28458.0
9490,38628.0
9491,5009.0
9492,11304.0
9495,11311.0
9496,625.0
9497,6520.0
9498,6530.0
9507,2600.0
9508,27902.0
9509,27906.0
9510,27909.0
9511,27912.0
9514,8125.0
9515,8607.0
9520,12419.0
9521,12430.0
9522,70414.0
9523,22504.0
9524,22511.0
9525,22516.0
9527,31906.0
9528,31914.0
9529,31936.0
9531,31937.0
9533,33512.0
9535,33519.0
9538,14208.0
9540,33016.0
9544,9103.0
9546,9406.0
9547,3352.0
9548,4566.0
9549,10801.0
9552,18616.0
9553,1653.0
9554,69367.0
9555,474.0
9556,20707.0
9568,29277.0
9569,29279.0
9570,6540.0
9571,6544.0
9572,6546.0
9573,6545.0
9574,1577.0
9591,701.0
9592,34343.0
9619,67613.0
9806,28465.0
9807,28474.0
9809,28491.0
9811,28449.0
9812,28497.0
9813,8630.0
9817,12435.0
9818,67272.0
9821,3901.0
9822,12437.0
9840,2677.0
9852,8109.0
9853,10813.0
9864,373.0
9865,1885.0
9871,2982.0
9882,68106.0
9884,3137.0
9888,12932.0
9889,12953.0
9890,12951.0
9891,12955.0
9892,3423.0
9897,3282.0
9898,3279.0
9900,70300.0
9904,3080.0
9908,69554.0
9913,3389.0
9930,70592.0
9944,720.0
9951,67283.0
9952,395.0
9956,69419.0
9971,3687.0
9978,67388.0
9980,275.0
10004,67503.0
10038,67874.0
10040,69414.0
10050,69485.0
10058,68049.0
10061,68204.0
10085,68502.0
10097,68658.0
10104,68695.0
10105,12103.0
10113,23902.0
10114,24186.0
10115,36596.0
10121,68710.0
10122,68114.0
10123,70820.0
10127,68775.0
10128,70854.0
10132,8149.0
10142,69990.0
10145,36746.0
10149,69038.0
10150,69061.0
10153,69220.0
10157,257.0
10159,18934.0
10160,24229.0
10165,29707.0
10168,69410.0
10170,69468.0
10172,70170.0
10173,69491.0
10175,69499.0
10178,69511.0
10181,69527.0
10183,69561.0
10184,69566.0
10185,69576.0
10190,69634.0
10191,201.0
10192,200.0
10193,341.0
10194,348.0
10195,1353.0
10197,70856.0
10198,102.0
10201,35313.0
10211,35337.0
10212,36421.0
10215,70110.0
10217,15061.0
10222,14218.0
10224,68286.0
10225,24313.0
10226,1046.0
10230,70425.0
10238,70784.0
10247,70943.0
10249,67611.0
10254,71035.0
10261,71069.0
10263,71071.0
10265,71087.0
10268,29766.0
10270,71143.0
10272,71181.0
10276,28479.0
10278,68062.0
10279,363.0
10281,23817.0
10284,36361.0
10285,36742.0
10288,36608.0
10293,15011.0
10294,20702.0
10304,35340.0
10306,36717.0
10315,440.0
10316,70493.0
10317,67293.0
10332,308.0
10333,334.0
10334,124.0
10336,571.0
10337,1581.0
10338,68.0
10339,36437.0
10340,2402.0
10341,2434.0
10342,69415.0
10343,28906.0
10344,2418.0
10347,312.0
10349,23605.0
10350,23604.0
10351,23812.0
10352,23921.0
10353,23737.0
10354,23838.0
10355,24151.0
10356,1395.0
10357,36302.0
10358,36328.0
10359,971.0
10360,1383.0
10361,36457.0
10362,68497.0
10363,36520.0
10365,12906.0
10366,12911.0
10367,68215.0
10368,23713.0
10369,23625.0
10370,24178.0
10371,24264.0
10372,68855.0
10373,23764.0
10374,23910.0
10375,23972.0
10376,24259.0
10378,24200.0
10379,23645.0
10380,23816.0
10381,23973.0
10382,23974.0
10383,975.0
10385,23725.0
10386,24143.0
10387,36407.0
10388,36448.0
10390,23658.0
10391,23933.0
10392,23840.0
10393,69500.0
10394,23833.0
10395,23684.0
10396,23975.0
10397,23688.0
10398,23702.0
10399,422.0
10400,23703.0
10402,36716.0
10403,23733.0
10404,23836.0
10405,23627.0
10406,23965.0
10407,24078.0
10408,23719.0
10409,23791.0
10410,23822.0
10411,24030.0
10413,23912.0
10414,36524.0
10416,1571.0
10417,23883.0
10418,23885.0
10420,23915.0
10421,23916.0
10422,2361.0
10424,24147.0
10425,24249.0
10426,24111.0
10427,1584.0
10430,24266.0
10431,23736.0
10432,24001.0
10433,24065.0
10434,38603.0
10435,24161.0
10437,111.0
10438,24063.0
10439,24110.0
10440,24130.0
10441,71269.0
10443,36757.0
10444,1829.0
10445,24198.0
10446,36657.0
10447,23846.0
10448,24299.0
10450,24217.0
10451,24218.0
10452,23613.0
10453,23734.0
10455,24124.0
10456,23756.0
10457,24058.0
10460,24288.0
10461,23606.0
10462,24182.0
10463,2816.0
10479,67241.0
10489,577.0
10492,12984.0
10493,12972.0
10494,23831.0
10496,23908.0
10497,24163.0
10498,38607.0
10499,12985.0
10505,632.0
10508,653.0
10513,418.0
10514,38633.0
10515,193.0
10516,196.0
10517,2158.0
10519,70817.0
10520,850.0
10526,17624.0
10533,1131.0
10541,70135.0
10544,396.0
10545,1368.0
10546,1389.0
10547,2836.0
10548,1369.0
10549,24082.0
10552,247.0
10553,476.0
10558,24190.0
10560,1608.0
10562,23871.0
10563,24070.0
10567,1485.0
10569,36317.0
10571,36337.0
10572,1344.0
10574,36355.0
10575,36359.0
10577,1514.0
10580,36647.0
10582,36696.0
10583,36669.0
10585,36691.0
10586,36728.0
10589,36749.0
10591,36760.0
10593,73777.0
10594,1604.0
10595,
10596,1611.0
10599,453.0
10608,4488.0
10609,2071.0
10610,2082.0
10614,67322.0
10620,1418.0
10621,2168.0
10623,2532.0
10624,36429.0
10625,36684.0
10630,2247.0
10631,2255.0
10635,358.0
10636,36500.0
10637,36526.0
10638,36654.0
10645,921.0
10646,210.0
10648,188.0
10650,85.0
10651,349.0
10652,53.0
10653,65.0
10654,69.0
10655,68728.0
10656,10.0
10657,192.0
10659,18941.0
10660,18943.0
10661,1583.0
10662,313.0
10663,333.0
10665,68748.0
10666,3860.0
10670,15055.0
10671,2702.0
10672,17625.0
10673,15121.0
10676,15037.0
10677,15053.0
10678,2351.0
10679,69995.0
10680,29702.0
10682,29735.0
10683,29742.0
10685,29791.0
10687,11308.0
10690,29730.0
10691,2130.0
10692,29772.0
10694,35312.0
10696,35348.0
10697,35361.0
10698,4536.0
10700,67992.0
10701,67993.0
10702,8209.0
10703,8108.0
10704,1315.0
10705,8132.0
10706,8127.0
10707,8133.0
10709,4487.0
10710,8142.0
10711,8150.0
10712,8157.0
10713,847.0
10714,8626.0
10716,71140.0
10717,8183.0
10718,8222.0
10719,8227.0
10720,8199.0
10721,8206.0
10723,17605.0
10724,24272.0
10727,25629.0
10728,688.0
10729,550.0
10730,11323.0
10732,71278.0
10733,11344.0
10736,29211.0
10737,29214.0
10738,29218.0
10740,29223.0
10741,29242.0
10742,29244.0
10743,29251.0
10749,5713.0
10752,12928.0
10753,1496.0
10754,12989.0
10757,18920.0
10759,5928.0
10761,5940.0
10763,28426.0
10764,28457.0
10767,28436.0
10770,28443.0
10771,5013.0
10774,11320.0
10775,648.0
10776,11313.0
10777,27907.0
10778,29714.0
10779,6556.0
10781,6542.0
10787,20220.0
10793,27905.0
10798,8152.0
10799,8617.0
10800,8624.0
10801,8620.0
10802,8233.0
10804,8628.0
10805,10510.0
10806,10511.0
10807,10520.0
10808,10513.0
10809,12414.0
10810,3415.0
10811,31907.0
10812,31913.0
10813,68837.0
10815,33509.0
10816,71168.0
10817,33530.0
10819,68268.0
10822,12110.0
10823,14210.0
10824,33003.0
10826,33005.0
10830,5603.0
10831,9402.0
10832,10815.0
10833,1120.0
10837,10821.0
10839,18603.0
10840,18602.0
10846,23309.0
10848,31304.0
10855,29278.0
11086,
11099,12128.0
11103,4716.0
11105,20723.0
11115,2385.0
11135,15128.0
11147,3121.0
11152,6506.0
11164,67749.0
11165,12961.0
11167,38646.0
11177,3063.0
11197,24173.0
11198,3737.0
11231,67302.0
11239,67348.0
11257,69469.0
11266,4580.0
11271,67559.0
11274,36446.0
11275,36707.0
11276,67656.0
11277,70179.0
11278,36363.0
11298,17636.0
11311,68033.0
11313,24137.0
11321,28425.0
11326,68296.0
11340,36565.0
11350,71283.0
11351,29239.0
11352,29256.0
11361,1341.0
11366,11330.0
11368,68743.0
11370,18917.0
11371,31912.0
11372,10809.0
11377,68779.0
11380,68794.0
11381,36453.0
11383,33529.0
11384,32503.0
11391,68926.0
11393,1457.0
11403,21709.0
11407,23758.0
11408,24100.0
11411,23835.0
11414,10530.0
11415,29709.0
11417,23609.0
11418,23607.0
11420,69396.0
11422,70781.0
11423,71317.0
11425,11111.0
11429,69452.0
11434,69510.0
11435,69524.0
11440,69571.0
11442,69578.0
11446,
11448,69591.0
11452,354.0
11454,69682.0
11455,49.0
11456,305.0
11457,2681.0
11458,69727.0
11459,69750.0
11471,70043.0
11472,70594.0
11474,23628.0
11476,70103.0
11477,29237.0
11486,70290.0
11493,2808.0
11494,2430.0
11496,24177.0
11499,986.0
11501,5003.0
11503,36466.0
11504,70431.0
11505,70495.0
11506,12941.0
11514,70233.0
11515,2995.0
11526,23869.0
11533,36547.0
11537,70929.0
11544,71076.0
11545,71086.0
11546,71101.0
11549,1591.0
11556,50.0
11558,1649.0
11559,71325.0
11560,23818.0
11561,809.0
11570,3827.0
11571,15046.0
11572,15051.0
11573,17634.0
11574,23619.0
11582,223.0
11583,219.0
11587,35342.0
11593,15124.0
11609,35355.0
11610,35321.0
11613,7.0
11614,78.0
11615,1446.0
11616,327.0
11618,1448.0
11619,36312.0
11620,1252.0
11624,2988.0
11625,36740.0
11626,255.0
11627,104.0
11628,309.0
11630,36438.0
11631,2443.0
11632,2466.0
11633,2406.0
11634,70334.0
11635,33518.0
11637,68606.0
11638,1994.0
11639,23809.0
11640,23813.0
11641,69008.0
11642,2663.0
11643,36306.0
11645,36459.0
11647,23678.0
11648,627.0
11649,23626.0
11650,24295.0
11651,23654.0
11652,23853.0
11653,23647.0
11654,1643.0
11655,23811.0
11656,24323.0
11657,23742.0
11658,23952.0
11659,36404.0
11660,36479.0
11662,23865.0
11663,23991.0
11664,23778.0
11665,68529.0
11666,23781.0
11667,24105.0
11668,403.0
11669,24233.0
11672,23948.0
11673,23829.0
11675,23863.0
11677,23867.0
11678,69674.0
11682,24087.0
11683,23924.0
11684,70120.0
11685,23937.0
11686,23946.0
11687,24011.0
11688,23978.0
11691,24075.0
11692,24017.0
11694,24069.0
11695,24241.0
11697,24279.0
11698,112.0
11699,23789.0
11700,23710.0
11701,23963.0
11703,70239.0
11704,3021.0
11705,36331.0
11707,46.0
11708,23930.0
11709,24125.0
11710,24291.0
11711,23810.0
11712,67259.0
11713,23787.0
11714,23751.0
11715,23724.0
11718,24312.0
11736,36683.0
11738,2750.0
11744,12948.0
11745,12987.0
11746,12923.0
11748,24255.0
11751,12963.0
11752,2094.0
11757,184.0
11758,365.0
11766,808.0
11768,2996.0
11771,36584.0
11772,966.0
11776,854.0
11777,1270.0
11783,1307.0
11784,1308.0
11785,1314.0
11789,18947.0
11799,21201.0
11800,101.0
11801,171.0
11802,243.0
11803,17631.0
11813,36385.0
11816,23806.0
11817,24055.0
11822,36311.0
11823,36560.0
11824,36316.0
11826,36320.0
11827,36741.0
11828,36342.0
11829,36471.0
11830,36641.0
11831,3826.0
11832,36475.0
11833,36725.0
11835,36393.0
11840,36659.0
11841,1870.0
11843,36650.0
11844,36609.0
11846,36630.0
11847,36514.0
11848,36710.0
11849,36578.0
11850,36678.0
11853,36667.0
11854,67589.0
11856,36530.0
11857,36719.0
11858,36718.0
11859,36637.0
11863,1602.0
11865,
11867,1589.0
11875,1861.0
11876,1866.0
11879,24216.0
11891,1925.0
11896,652.0
11905,2250.0
11906,357.0
11913,36455.0
11914,36568.0
11915,36419.0
11916,36498.0
11917,36752.0
11918,2650.0
11920,180.0
11921,185.0
11922,113.0
11923,318.0
11924,366.0
11925,36705.0
11926,274.0
11927,276.0
11928,272.0
11929,166.0
11931,203.0
11932,12.0
11933,75.0
11934,162.0
11935,401.0
11936,3402.0
11937,2967.0
11938,36410.0
11939,36588.0
11940,36589.0
11941,36761.0
11942,29.0
11943,1417.0
11945,5925.0
11946,69653.0
11948,2470.0
11949,2440.0
11950,2518.0
11951,2486.0
11952,15059.0
11953,15013.0
11954,15126.0
11955,15014.0
11957,71094.0
11959,15068.0
11960,15087.0
11961,15095.0
11963,29745.0
11964,29724.0
11966,29731.0
11969,29747.0
11971,11309.0
11972,29777.0
11974,35356.0
11975,35330.0
11976,35351.0
11977,35360.0
11980,23620.0
11982,68832.0
11983,1035.0
11984,70815.0
11985,8104.0
11986,8173.0
11987,8172.0
11988,8138.0
11991,67465.0
11992,8162.0
11993,8201.0
11994,8230.0
11995,1569.0
11996,70267.0
11997,1884.0
11999,8240.0
12000,17601.0
12001,630.0
12003,23691.0
12004,17627.0
12005,17633.0
12011,11306.0
12012,11341.0
12013,2169.0
12016,29267.0
12017,29217.0
12018,29209.0
12019,29230.0
12020,29233.0
12023,34349.0
12029,5712.0
12030,5719.0
12031,5720.0
12032,5726.0
12033,684.0
12035,12901.0
12037,18912.0
12038,18915.0
12040,18925.0
12041,18924.0
12043,5906.0
12045,69458.0
12046,28438.0
12052,28489.0
12054,28448.0
12055,28461.0
12059,5021.0
12060,5007.0
12061,5012.0
12063,68081.0
12065,11312.0
12066,11348.0
12067,29785.0
12068,6522.0
12069,6557.0
12070,6523.0
12074,20221.0
12081,27904.0
12084,8117.0
12085,8187.0
12087,8123.0
12089,10523.0
12091,22509.0
12092,22513.0
12094,31910.0
12095,67294.0
12096,31917.0
12097,69047.0
12100,14214.0
12101,14216.0
12108,4710.0
12109,5301.0
12111,36413.0
12113,9902.0
12114,
12115,10823.0
12116,10820.0
12119,3902.0
12120,1652.0
12121,20708.0
12123,23308.0
12129,29269.0
12171,11302.0
12326,28464.0
12327,10532.0
12346,68848.0
12358,2806.0
12359,2751.0
12363,15023.0
12364,68543.0
12365,15042.0
12366,2812.0
12368,2829.0
12372,24191.0
12376,3134.0
12384,70320.0
12387,12962.0
12391,3122.0
12396,3280.0
12398,8122.0
12405,4665.0
12406,2619.0
12419,3719.0
12422,70257.0
12462,67347.0
12464,67366.0
12465,4154.0
12470,4150.0
12471,68785.0
12472,67401.0
12478,2516.0
12483,70246.0
12484,4497.0
12503,36439.0
12504,36445.0
12510,4644.0
12511,4646.0
12516,67744.0
12519,68864.0
12521,24298.0
12524,69172.0
12525,67892.0
12526,
12527,29221.0
12536,68109.0
12543,70224.0
12575,35324.0
12576,68655.0
12578,5017.0
12582,68690.0
12586,796.0
12587,71174.0
12594,24248.0
12597,28473.0
12598,31928.0
12605,36362.0
12609,420.0
12610,843.0
12612,32505.0
12613,68839.0
12616,24222.0
12617,6512.0
12620,69638.0
12622,69635.0
12627,68938.0
12629,35332.0
12636,70259.0
12640,36676.0
12641,69747.0
12643,69282.0
12644,69289.0
12648,71139.0
12649,70333.0
12650,38615.0
12651,31930.0
12657,2446.0
12669,69667.0
12672,36.0
12681,70041.0
12685,29784.0
12687,70112.0
12689,70138.0
12691,70164.0
12697,2451.0
12698,1586.0
12699,23642.0
12700,2429.0
12701,280.0
12703,70393.0
12712,70231.0
12713,69774.0
12715,24169.0
12716,70734.0
12718,70777.0
12719,70795.0
12727,70962.0
12733,71063.0
12740,25601.0
12742,28480.0
12743,158.0
12747,36426.0
12748,1195.0
12755,15027.0
12756,15016.0
12758,15030.0
12759,3404.0
12760,541.0
12762,24301.0
12763,36764.0
12769,229.0
12776,163.0
12778,12108.0
12786,15090.0
12802,263.0
12803,468.0
12805,1928.0
12806,38.0
12807,67.0
12808,83.0
12810,1276.0
12812,1011.0
12813,36380.0
12815,63.0
12817,79.0
12818,103.0
12819,1675.0
12820,1180.0
12821,5907.0
12822,28904.0
12824,1492.0
12825,2417.0
12826,70339.0
12828,136.0
12830,23705.0
12831,2358.0
12832,23785.0
12833,23893.0
12834,36386.0
12835,67873.0
12836,36398.0
12837,36396.0
12839,36516.0
12840,70745.0
12842,23614.0
12843,24019.0
12844,12905.0
12845,12910.0
12846,1192.0
12847,23768.0
12848,556.0
12849,68856.0
12850,23720.0
12851,23728.0
12852,24260.0
12853,24073.0
12855,69252.0
12856,36332.0
12857,36481.0
12859,1374.0
12862,812.0
12863,24321.0
12865,23845.0
12866,23844.0
12867,23745.0
12868,23747.0
12869,24256.0
12870,23755.0
12871,1486.0
12872,23969.0
12873,2230.0
12874,581.0
12875,1484.0
12878,24045.0
12879,23939.0
12881,36430.0
12882,441.0
12883,28495.0
12887,24115.0
12888,23942.0
12889,23944.0
12890,23956.0
12891,23928.0
12892,24093.0
12893,24003.0
12894,1703.0
12895,36558.0
12896,24049.0
12897,24102.0
12898,821.0
12900,24133.0
12901,24180.0
12902,68777.0
12903,23925.0
12904,68877.0
12905,23926.0
12906,24208.0
12907,24220.0
12908,36643.0
12910,24225.0
12911,24227.0
12913,24184.0
12914,23695.0
12915,24051.0
12931,8196.0
12935,69631.0
12936,629.0
12940,36573.0
12941,538.0
12944,70747.0
12945,12924.0
12946,12976.0
12947,12925.0
12949,69789.0
12950,2830.0
12951,24251.0
12952,23917.0
12953,24006.0
12954,68306.0
12955,69754.0
12963,673.0
12967,3439.0
12969,68729.0
12970,1509.0
12971,70707.0
12973,831.0
12974,70422.0
12981,30703.0
12982,29713.0
12987,1121.0
12994,21211.0
12995,2008.0
12997,244.0
13007,
13009,36767.0
13010,1533.0
13011,1324.0
13012,24029.0
13015,28410.0
13017,14.0
13018,36339.0
13019,36646.0
13020,36345.0
13021,36519.0
13022,36454.0
13025,36461.0
13026,24159.0
13029,36552.0
13030,36597.0
13031,36518.0
13032,36542.0
13035,36586.0
13036,36574.0
13037,36603.0
13038,36469.0
13039,36634.0
13041,36642.0
13042,551.0
13043,1253.0
13044,36663.0
13048,36689.0
13049,36694.0
13050,36503.0
13051,70925.0
13052,45.0
13056,
13058,23807.0
13061,1701.0
13074,1826.0
13075,1985.0
13083,1913.0
13099,2189.0
13104,2253.0
13110,4.0
13111,1.0
13112,118.0
13113,36497.0
13114,36501.0
13115,766.0
13116,36648.0
13118,168.0
13119,176.0
13120,1202.0
13121,80.0
13122,240.0
13124,36444.0
13125,68066.0
13126,3026.0
13127,123.0
13128,2566.0
13129,151.0
13130,371.0
13131,139.0
13133,15006.0
13134,24136.0
13135,68224.0
13136,36449.0
13137,36675.0
13138,36509.0
13139,36548.0
13140,286.0
13142,362.0
13143,4229.0
13146,2468.0
13147,2469.0
13148,2511.0
13149,3723.0
13150,15045.0
13151,15081.0
13152,15125.0
13154,68047.0
13156,15049.0
13157,71248.0
13159,69994.0
13160,15098.0
13161,29723.0
13162,3211.0
13165,29779.0
13166,29752.0
13167,29783.0
13168,29729.0
13169,2359.0
13170,36424.0
13171,35318.0
13172,35345.0
13173,35322.0
13174,35344.0
13175,35306.0
13177,36517.0
13178,8105.0
13179,70982.0
13180,68245.0
13181,8112.0
13182,8194.0
13183,8130.0
13185,8167.0
13187,8193.0
13188,8223.0
13191,69555.0
13193,29725.0
13195,29202.0
13200,69506.0
13201,29234.0
13202,29241.0
13203,1646.0
13209,5701.0
13211,12915.0
13212,12939.0
13215,18908.0
13217,18913.0
13219,5916.0
13220,5930.0
13223,28418.0
13224,28421.0
13225,1674.0
13229,28494.0
13230,564.0
13231,28484.0
13232,28455.0
13237,38645.0
13238,1045.0
13239,5014.0
13240,3401.0
13241,5019.0
13243,11347.0
13244,29715.0
13245,29716.0
13246,29717.0
13251,20207.0
13252,20219.0
13262,27903.0
13264,1512.0
13265,27920.0
13266,27921.0
13267,8604.0
13268,8124.0
13269,8208.0
13270,976.0
13271,8616.0
13273,70415.0
13274,22510.0
13276,33515.0
13277,3395.0
13279,12105.0
13280,67563.0
13281,33008.0
13284,36412.0
13285,3505.0
13288,10814.0
13290,17303.0
13298,23008.0
13300,23011.0
13309,31932.0
13310,31933.0
13311,31926.0
13312,29270.0
13313,29280.0
13314,6548.0
13316,6560.0
13345,49201.0
13363,11307.0
13364,11325.0
13365,29701.0
13366,44412.0
13479,75512.0
13535,28468.0
13536,28404.0
13540,8629.0
13541,67386.0
13542,67381.0
13558,2384.0
13563,29273.0
13571,2389.0
13576,14701.0
13577,2754.0
13578,8158.0
13579,70720.0
13588,24192.0
13595,12959.0
13596,24214.0
13605,69791.0
13606,69544.0
13607,3251.0
13611,3182.0
13612,3424.0
13613,1991.0
13624,23961.0
13645,3868.0
13646,70160.0
13648,3479.0
13649,70831.0
13650,67273.0
13657,67284.0
13664,4179.0
13712,69034.0
13728,68490.0
13734,68276.0
13735,68625.0
13736,61210.0
13737,69678.0
13738,68051.0
13741,68083.0
13789,24108.0
13790,35370.0
13794,3949.0
13795,69482.0
13796,68702.0
13798,1340.0
13799,314.0
13800,69655.0
13801,68716.0
13802,15.0
13803,412.0
13805,24132.0
13807,5759.0
13815,68787.0
13816,70998.0
13817,36451.0
13822,36364.0
13824,32501.0
13825,128.0
13827,24304.0
13829,71002.0
13832,68934.0
13841,69037.0
13845,36709.0
13847,258.0
13848,256.0
13851,29708.0
13852,69366.0
13853,23622.0
13854,23621.0
13855,68834.0
13860,69503.0
13862,2433.0
13865,70862.0
13867,69590.0
13869,69597.0
13872,69606.0
13877,
13878,342.0
13879,4306.0
13880,568.0
13881,69673.0
13882,69687.0
13884,42.0
13893,69992.0
13897,70042.0
13898,70180.0
13901,36452.0
13903,29238.0
13910,70162.0
13912,11335.0
13914,24195.0
13915,70263.0
13930,2420.0
13932,23640.0
13933,1803.0
13934,15020.0
13938,70503.0
13939,15008.0
13944,12980.0
13949,70593.0
13951,70793.0
13953,70816.0
13956,67319.0
13961,70952.0
13962,70572.0
13963,70933.0
13968,71039.0
13972,71199.0
13975,70.0
13976,328.0
13977,2155.0
13978,146.0
13980,23886.0
13981,23979.0
13982,24247.0
13983,24276.0
13986,179.0
13987,29201.0
13988,6513.0
13992,69983.0
13994,68882.0
13995,15039.0
14003,1867.0
14005,68339.0
14007,429.0
14012,10531.0
14013,212.0
14030,
14655,
14659,
14660,
14663,
14667,
14671,
14675,
14683,
14687,
14700,
14717,
14719,
14722,
14733,
14805,
14806,
14807,
14808,
14809,
14810,
14811,
14812,
14814,
14815,
14816,
14817,
14819,
18881,
18882,
18972,29750.0
18975,29773.0
18977,29781.0
18978,1987.0
19013,68067.0
19027,
19030,
19031,
19043,68096.0
19093,70901.0
19132,
19133,
19134,
19135,
19136,
19137,
19139,
19140,
19141,
19143,
19144,
19145,29720.0
19147,
19148,
19149,69368.0
19165,
19166,
19167,
19168,
19169,
19170,
19171,
19174,
19178,281.0
19180,87.0
19182,36766.0
19189,2185.0
19193,24226.0
19208,109.0
19220,27910.0
19221,18601.0
19222,20706.0
19246,12926.0
19252,25621.0
19258,1323.0
19264,3372.0
19267,68923.0
19291,1279.0
19316,71543.0
19319,
19332,70997.0
19338,23953.0
19339,
19340,
19397,
19412,71476.0
19417,
19444,
19512,71633.0
19516,
19649,5761.0
19675,23857.0
19676,23897.0
19685,22002.0
19745,
19754,36595.0
19755,71400.0
19767,71516.0
19770,36625.0
19771,4173.0
19779,5745.0
19786,18928.0
19787,18930.0
19791,10822.0
19850,71300.0
19851,71420.0
19852,71422.0
19862,71513.0
19864,71526.0
19865,71572.0
19975,
20151,
20152,
20320,
20330,
20332,
20374,
20375,
20397,
20512,71870.0
20547,71547.0
20548,71558.0
20589,71564.0
20608,
20613,71370.0
20631,
20633,
20634,
20635,
20636,
20637,71366.0
20641,36482.0
20642,36483.0
20643,36528.0
20644,
20645,
20647,
20661,
20662,
20663,
20664,71718.0
20729,
20751,
20752,
20754,
20755,36673.0
20771,10202.0
20772,72238.0
20775,72027.0
20776,72037.0
20777,72038.0
20784,
20789,
20790,
20791,72269.0
20797,
20798,
20801,72307.0
20802,72308.0
20803,73355.0
20812,
20813,
20814,28475.0
20838,
20839,72196.0
20847,72207.0
20850,72289.0
20858,72437.0
20859,72215.0
20862,72219.0
20863,72220.0
20872,72184.0
20876,72231.0
20879,72243.0
20881,72344.0
20882,72342.0
20884,72230.0
20886,72237.0
20888,72226.0
20891,72224.0
20897,72361.0
20898,72245.0
20900,72249.0
20902,72248.0
20903,72244.0
20904,72380.0
20909,72254.0
20910,72126.0
20916,72183.0
20918,72255.0
20921,72259.0
20922,
20927,72261.0
20933,72399.0
20935,72265.0
20941,72267.0
20947,72389.0
20948,71898.0
20952,33525.0
20954,72404.0
20961,72541.0
20963,72417.0
20970,72382.0
20971,72501.0
20999,268.0
21000,269.0
21002,2435.0
21005,6528.0
21007,10203.0
21009,12970.0
21010,12971.0
21012,22508.0
21015,798.0
21022,33015.0
21023,36756.0
21029,72288.0
21030,72416.0
21031,72413.0
21032,72415.0
21038,72327.0
21039,72457.0
21040,72458.0
21043,72079.0
21046,71977.0
21048,72431.0
21049,72432.0
21050,72299.0
21053,72479.0
21055,72109.0
21056,71990.0
21057,72434.0
21065,91.0
21066,92.0
21067,2244.0
21069,4295.0
21073,23664.0
21075,24053.0
21081,68202.0
21082,71371.0
21083,71372.0
21084,71373.0
21085,71374.0
