parcel_id,site_no,parcel_to_source_pct,source_to_parcel_pct
4581,11582,0.24048079910085712,0.05376815046062131
4581,9048,0.2334719996487617,0.0547934463631623
4581,6439,0.1965320047306852,0.05204696760174793
4582,9046,1,0.22850157318730296
4583,11582,0.3315969634580547,0.0724928875418717
4583,5174,0.25147400492072547,0.07034519370863898
4583,9046,0.2498324902618871,0.0567645909730685
4583,6439,0.16709654135933277,0.04326829386752012
4584,11582,0.3305481516068013,0.07103183306246694
4584,5174,0.2583212705444149,0.07102887481248277
4584,6440,0.22782432808909028,0.08293306506415782
4584,9046,0.18330624975969365,0.04093919545204383
4585,11582,0.3313301782160163,0.07366924369041729
4585,6439,0.26504025112028157,0.06979985291000212
4585,5174,0.20201882495356124,0.05747427947090691
4585,9046,0.20161074571014095,0.046588919148901786
4586,11582,1,0.22234389902868246
4587,6439,0.3292503019892361,0.08622552083872874
4587,11582,0.23906451986332508,0.052857584742558805
4587,9048,0.2350495727454469,0.054550756488029206
4587,9046,0.19663560540199182,0.04518539571672728
4588,6439,0.32969806792300244,0.08537264011807934
4588,11582,0.26888769039927696,0.05878354523585405
4588,9048,0.20111030495602417,0.046149638297589037
4588,5175,0.2003039367216964,0.05735871421978265
4589,6439,0.3310148149788164,0.0871746283777382
4589,5175,0.26584049673752863,0.07742325493815518
4589,11582,0.2025487662743016,0.04503548243687752
4589,9048,0.20059592200935336,0.046816230208393185
4590,6439,1,0.2662981914496607
4591,9048,0.3311186811321012,0.07857355098869961
4591,9046,0.237870943481127,0.055889305275589655
4591,7722,0.23537282764449421,0.05258754480808223
4591,7720,0.19563754774227773,0.054039305804418826
4592,9048,0.329444998873403,0.07688776897240168
4592,6439,0.23850134381470733,0.06281068119554963
4592,9046,0.23514126882797523,0.054337270185721494
4592,11582,0.19691238848391437,0.043782268222564154
4593,9048,0.3303376634429535,0.07795751314978486
4593,6439,0.24264233883400393,0.06461521600061101
4593,9045,0.22625920690719295,0.07166984241365247
4593,5175,0.20076079081584963,0.059122763743597366
4594,9048,1,0.23208192148941437
4595,12769,0.49880078700123215,0.1424378875026816
4595,7720,0.2526594374038281,0.06212075169271077
4595,11583,0.2485397755949397,0.05784081907122503
4596,12769,0.3333077561542693,0.10164239797658654
4596,7720,0.2705749780759919,0.07104277188506078
4596,11583,0.2044198375987124,0.05080338615539711
4596,7722,0.19169742817102642,0.04071154384813385
4597,12769,1,0.3208150749877094
4598,12769,0.3327200555703502,0.09383877765073999
4598,11583,0.2685066988943534,0.06171612155804833
4598,7720,0.20678492030577816,0.050214022226548034
4598,7722,0.19198832522951817,0.03770943150177097
4599,7720,1,0.2610445375500178
4600,7720,0.3319874901451858,0.08817509387520168
4600,9046,0.2696036903766477,0.06090876719169007
4600,12769,0.1993194522219263,0.061485274049121574
4600,7722,0.1990893672562401,0.04277020160123581
4601,7720,0.33133988888152094,0.08699734287928201
4601,9046,0.2392764166596233,0.05343944356253446
4601,7722,0.2348988981722311,0.04988641153957069
4601,9048,0.19448479628662477,0.0438685286714784
4602,7720,0.3331379001487272,0.09252546931687007
4602,7722,0.23647038447184887,0.05312305341758531
4602,12769,0.23646572875366903,0.07627859341697857
4602,11583,0.19392598662575494,0.05098126615194937
4603,7722,1,0.22219473155662292
4604,7722,0.33225646283966914,0.07382563556861334
4604,9048,0.2380389720542842,0.05617562981063996
4604,7720,0.2331668279361628,0.06405182410161994
4604,9046,0.19653773716988376,0.04592407890538073
4605,7722,0.3317482164872243,0.07371270590676722
4605,9048,0.24324114182919693,0.05740330761888119
4605,9049,0.23840929080304463,0.06961228948246227
4605,9045,0.18660135088053412,0.05910782413936496
4606,7722,0.33206144894343015,0.07500521563273549
4606,11583,0.23692014088691396,0.06262436325032537
4606,9049,0.23495385147942574,0.06974041998447564
4606,5173,0.19606455869023,0.04959369789600771
4607,11583,0.33188353745407756,0.07389940241414031
4607,12769,0.26686686788419894,0.07291380058220158
4607,7722,0.20069210165879775,0.038187142465799524
4607,5173,0.20055749300292577,0.04273465117782916
4608,11583,0.3317858708456353,0.08531677613863704
4608,7722,0.23672762528376254,0.0520184197580181
4608,12769,0.23601976627774646,0.0744705885936201
4608,7720,0.1954667375928556,0.05310214428906652
4609,11583,1,0.26145376842125523
4610,11583,0.3323259775815467,0.07590754280270716
4610,5173,0.26694563616555655,0.05834847677689596
4610,7722,0.20050323706864012,0.03913575307699098
4610,12769,0.2002251491842567,0.05611760524036069
4611,11918,0.719157733876013,0.19274303487364194
4611,5531,0.280842266123987,0.05941435934547959
4614,13017,1,0.25081967213114753
4616,13017,1,0.23442622950819672
4621,3879,1,0.5095541401273884
4623,3879,1,0.4904458598726114
4628,23539,1,0.18834080717488788
4629,23539,1,0.18834080717488788
4631,23539,1,0.13452914798206278
4633,13017,1,0.260655737704918
4634,13017,1,0.2540983606557377
4641,14003,0.49761262030114645,0.11858269872147952
4641,9044,0.2674228583971412,0.060296617265386376
4641,9047,0.2349645213017125,0.055156423320905784
4642,14003,1,0.2234092856891534
4643,14003,0.39578164573572694,0.08038299523881483
4643,9044,0.34753068935394565,0.06678303850263752
4643,9047,0.25668766491032735,0.051354368849641216
4644,14003,0.33055903769544415,0.06534602387567534
4644,9044,0.2264772464929258,0.04236031548352914
4644,5173,0.22202732599813318,0.04456242920560802
4644,9047,0.2209363898134969,0.043023055104163314
4646,23539,1,0.48878923766816146
4652,9047,0.25804581769618096,0.05816539302822573
4652,5173,0.2565481974867868,0.05960260551115929
4652,14003,0.25512500889030754,0.058379048627867906
4652,9044,0.23028097592672483,0.0498570433102472
4653,14003,0.3294729118131038,0.07182288829707058
4653,9044,0.2538919645343264,0.052366866300810715
4653,9047,0.2503300786124014,0.05375514647368888
4653,5173,0.16630504504016838,0.03680788583222753
4654,9044,1,0.22675403308872577
4655,9047,0.3322818315243996,0.07888741690411274
4655,9044,0.24853043753626358,0.05667367046375314
4655,14003,0.21003967029783205,0.05062191916337613
4655,5173,0.20914806064150482,0.051178012630406174
4656,9047,0.3328351864490158,0.07235990278258025
4656,9044,0.2734705436861691,0.05710575954815979
4656,14003,0.1975169924487418,0.04359225588905612
4656,5173,0.19617727741607344,0.043958805260538955
4658,9047,1,0.22407345959413916
4659,9044,0.38467770097005227,0.08574879267435552
4659,14003,0.3431314952589302,0.08084014928524412
4659,9047,0.27219080377101745,0.06316897560891997
4660,9044,0.49794311478717423,0.11291060952675408
4660,14003,0.2518301105967877,0.06035290767788149
4660,9047,0.25022677461603804,0.059072885092975265
4661,9044,0.49412361967750135,0.1044482847177122
4661,9047,0.3357167741627909,0.0738819115477544
4661,14003,0.17015960615970774,0.03801523606528797
4662,9044,0.4031178342171893,0.08469496911792859
4662,9047,0.3087055856619527,0.06752575884732509
4662,14003,0.28817658012085806,0.06399113407522189
4663,5173,0.3319447955069965,0.07620648105919126
4663,11583,0.26804254140593103,0.0643048479971489
4663,9049,0.20248924523794,0.054550985341617675
4663,14003,0.19752341784913244,0.04466345739387067
4664,5173,1,0.24882163977736946
4665,5173,0.3331033650008386,0.0833412444202543
4665,9049,0.2715511957762178,0.07972733994421798
4665,11583,0.206338449967885,0.05394796531430416
4665,9047,0.18900698925505865,0.04588073746734105
4666,5173,0.33202146772953095,0.07485478823672453
4666,9047,0.24547391299114948,0.053694565378227144
4666,9049,0.21163612268931317,0.0559909467770875
4666,11583,0.2108684965900064,0.04967971178167149
4667,9049,0.3330222044212473,0.0977752074520268
4667,5173,0.2365086409486557,0.05917359751905976
4667,7722,0.23340169886417048,0.05214715062964148
4667,11583,0.19706745576592657,0.051524028943190525
4668,9049,0.3293964222848695,0.0961793016763124
4668,7722,0.23688151949383834,0.05263382563465834
4668,9045,0.23121047715402424,0.07323820625258062
4668,9048,0.20251158106726785,0.04779139950162415
4669,9049,0.33064058170106064,0.0954758105708883
4669,9045,0.263770286087506,0.08262862304301713
4669,5173,0.20375366454311303,0.050138118481135446
4669,7722,0.20183546766832017,0.04435123305377373
4670,9049,1,0.29198647941942235
4671,9049,0.3930337508949049,0.02726355399073471
4671,5173,0.34980127788134924,0.020677566215592455
4671,9045,0.2571649712237458,0.019352268557628886
4672,11613,0.2928556589347824,0.009237667234395196
4672,7753,0.28037706862871753,0.007424774902626518
4672,6474,0.21423931665019846,0.005379001827791345
4672,7754,0.21252795578630165,0.006028926908072442
4673,11613,1,0.37221228287802394
4676,7753,0.28558284122466054,0.08318894104884363
4676,6474,0.2656794575999714,0.07337585562818255
4676,11613,0.26181835910322804,0.09084509326721171
4676,7754,0.18691934207214014,0.058327166963867895
4677,7754,0.4109234315203753,0.13288920743083635
4677,7753,0.37186123131197,0.11226039219789505
4677,6474,0.21721533716765468,0.062172431926433326
4678,7753,0.2944910589007073,0.08838337404161667
4678,7754,0.27769483163920006,0.08927901969613794
4678,6474,0.2159951960866721,0.061461658037627084
4678,11613,0.2118189133734205,0.07572357187338277
4679,7753,1,0.2965915840269243
4680,7754,1,0.2931327841220909
4681,22973,1,0.43258426966292135
4683,22973,1,0.5674157303370787
4684,9045,1,0.2922591287883955
4685,9045,0.32730662772455205,0.08305665108077584
4685,9049,0.2637646324205629,0.06169766536075437
4685,5175,0.20586920725717192,0.04856871900273897
4685,9048,0.20305953259771317,0.03838952102692612
4686,5175,0.330898946017987,0.09367892250563016
4686,9045,0.24154768577303767,0.07355356778233121
4686,6439,0.23653560808520524,0.060552965792802484
4686,9048,0.19101776012377025,0.04333554928435047
4687,5175,0.33016046141116556,0.09615576967407548
4687,6439,0.26814773438529477,0.0706182262472647
4687,9045,0.2044300962781488,0.06403972795635894
4687,6441,0.19726170792539086,0.08506191411730996
4688,5175,0.330616381262667,0.09359892720152
4688,6441,0.264882870970529,0.11103054063177298
4688,9045,0.20443456663776033,0.06225227000672212
4688,6439,0.20006618112904365,0.05121681560029501
4689,5175,1,0.2928665423218674
4690,6441,0.49436008661849107,0.2096019886244461
4690,5175,0.2839654250837508,0.08131588391249875
4690,9045,0.22167448829775824,0.06827787507254401
4691,6441,0.4983374676730994,0.216090352209255
4691,5175,0.34114686398806854,0.09991050248013401
4691,9045,0.160515668338832,0.050564014906628346
4692,6441,1,0.378215204417216
4693,3878,1,0.2767916558467886
4694,11613,0.5103263357120961,0.14809639999484916
4694,3878,0.489673664287904,0.11838092811435603
4695,3878,1,0.27153611807754585
4696,3878,0.7537512162707255,0.21391387122906963
4696,11613,0.2462487837292745,0.08388929466409732
4697,11613,0.5062043953163793,0.1469002153363655
4697,3878,0.49379560468362077,0.11937742673223986
4750,23415,1,0.28024193548387094
4751,23415,1,0.4576612903225806
4752,23415,1,0.2620967741935484
4835,7754,0.35667423141120136,0.10050570104030762
4835,6474,0.3511956178884319,0.0875884044412421
4835,7753,0.29213015070036685,0.07684439450356335
